,from,to,pathway,type
2869,TNC,ITGB1,TENASCIN,ECM-Receptor
2870,TNR,ITGA8_ITGB1,TENASCIN,ECM-Receptor
2871,TNR,ITGA8,TENASCIN,ECM-Receptor
2872,TNR,ITGB1,TENASCIN,ECM-Receptor
2873,TNN,ITGA8_ITGB1,TENASCIN,ECM-Receptor
2874,TNN,ITGA8,TENASCIN,ECM-Receptor
2875,TNN,ITGB1,TENASCIN,ECM-Receptor
2876,TNXB,ITGA8_ITGB1,TENASCIN,ECM-Receptor
2877,TNXB,ITGA8,TENASCIN,ECM-Receptor
2878,TNXB,ITGB1,TENASCIN,ECM-Receptor
2879,NPNT_FRAS1_FREM1,ITGA8_ITGB1,NPNT,ECM-Receptor
2880,NPNT_FRAS1_FREM1,ITGA8,NPNT,ECM-Receptor
2881,NPNT_FRAS1_FREM1,ITGB1,NPNT,ECM-Receptor
2882,NPNT,ITGA8_ITGB1,NPNT,ECM-Receptor
2883,NPNT,ITGA8,NPNT,ECM-Receptor
2884,NPNT,ITGB1,NPNT,ECM-Receptor
2885,FRAS1,ITGA8_ITGB1,NPNT,ECM-Receptor
2886,FRAS1,ITGA8,NPNT,ECM-Receptor
2887,FRAS1,ITGB1,NPNT,ECM-Receptor
2888,FREM1,ITGA8_ITGB1,NPNT,ECM-Receptor
2889,FREM1,ITGA8,NPNT,ECM-Receptor
2890,FREM1,ITGB1,NPNT,ECM-Receptor
2891,NPNT_FRAS1_FREM2,ITGA8_ITGB1,NPNT,ECM-Receptor
2892,NPNT_FRAS1_FREM2,ITGA8,NPNT,ECM-Receptor
2893,NPNT_FRAS1_FREM2,ITGB1,NPNT,ECM-Receptor
2894,NPNT,ITGA8_ITGB1,NPNT,ECM-Receptor
2895,NPNT,ITGA8,NPNT,ECM-Receptor
2896,NPNT,ITGB1,NPNT,ECM-Receptor
2897,FRAS1,ITGA8_ITGB1,NPNT,ECM-Receptor
2898,FRAS1,ITGA8,NPNT,ECM-Receptor
2899,FRAS1,ITGB1,NPNT,ECM-Receptor
2900,FREM2,ITGA8_ITGB1,NPNT,ECM-Receptor
2901,FREM2,ITGA8,NPNT,ECM-Receptor
2902,FREM2,ITGB1,NPNT,ECM-Receptor
2903,TNC,ITGA9_ITGB1,TENASCIN,ECM-Receptor
2904,TNC,ITGA9,TENASCIN,ECM-Receptor
2905,TNC,ITGB1,TENASCIN,ECM-Receptor
2906,TNR,ITGA9_ITGB1,TENASCIN,ECM-Receptor
2907,TNR,ITGA9,TENASCIN,ECM-Receptor
2908,TNR,ITGB1,TENASCIN,ECM-Receptor
2909,TNN,ITGA9_ITGB1,TENASCIN,ECM-Receptor
2910,TNN,ITGA9,TENASCIN,ECM-Receptor
2911,TNN,ITGB1,TENASCIN,ECM-Receptor
2912,TNXB,ITGA9_ITGB1,TENASCIN,ECM-Receptor
2913,TNXB,ITGA9,TENASCIN,ECM-Receptor
2914,TNXB,ITGB1,TENASCIN,ECM-Receptor
2915,COL1A1,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2916,COL1A1,ITGA9,COLLAGEN,ECM-Receptor
2917,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
2918,COL1A2,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2919,COL1A2,ITGA9,COLLAGEN,ECM-Receptor
2920,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
2921,COL2A1,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2922,COL2A1,ITGA9,COLLAGEN,ECM-Receptor
2923,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
2924,COL4A1,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2925,COL4A1,ITGA9,COLLAGEN,ECM-Receptor
2926,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
2927,COL4A2,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2928,COL4A2,ITGA9,COLLAGEN,ECM-Receptor
2929,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
2930,COL4A3,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2931,COL4A3,ITGA9,COLLAGEN,ECM-Receptor
2932,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
2933,COL4A4,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2934,COL4A4,ITGA9,COLLAGEN,ECM-Receptor
2935,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
2936,COL4A5,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2937,COL4A5,ITGA9,COLLAGEN,ECM-Receptor
2938,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
2939,COL4A6,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2940,COL4A6,ITGA9,COLLAGEN,ECM-Receptor
2941,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
2942,COL6A1,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2943,COL6A1,ITGA9,COLLAGEN,ECM-Receptor
2944,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
2945,COL6A2,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2946,COL6A2,ITGA9,COLLAGEN,ECM-Receptor
2947,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
2948,COL6A3,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2949,COL6A3,ITGA9,COLLAGEN,ECM-Receptor
2950,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
2951,COL6A5,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2952,COL6A5,ITGA9,COLLAGEN,ECM-Receptor
2953,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
2954,COL6A6,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2955,COL6A6,ITGA9,COLLAGEN,ECM-Receptor
2956,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
2957,COL9A1,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2958,COL9A1,ITGA9,COLLAGEN,ECM-Receptor
2959,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
2960,COL9A2,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2961,COL9A2,ITGA9,COLLAGEN,ECM-Receptor
2962,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
2963,COL9A3,ITGA9_ITGB1,COLLAGEN,ECM-Receptor
2964,COL9A3,ITGA9,COLLAGEN,ECM-Receptor
2965,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
2966,LAMA1,ITGA9_ITGB1,LAMININ,ECM-Receptor
2967,LAMA1,ITGA9,LAMININ,ECM-Receptor
2968,LAMA1,ITGB1,LAMININ,ECM-Receptor
2969,LAMA2,ITGA9_ITGB1,LAMININ,ECM-Receptor
2970,LAMA2,ITGA9,LAMININ,ECM-Receptor
2971,LAMA2,ITGB1,LAMININ,ECM-Receptor
2972,LAMA3,ITGA9_ITGB1,LAMININ,ECM-Receptor
2973,LAMA3,ITGA9,LAMININ,ECM-Receptor
2974,LAMA3,ITGB1,LAMININ,ECM-Receptor
2975,LAMA4,ITGA9_ITGB1,LAMININ,ECM-Receptor
2976,LAMA4,ITGA9,LAMININ,ECM-Receptor
2977,LAMA4,ITGB1,LAMININ,ECM-Receptor
2978,LAMA5,ITGA9_ITGB1,LAMININ,ECM-Receptor
2979,LAMA5,ITGA9,LAMININ,ECM-Receptor
2980,LAMA5,ITGB1,LAMININ,ECM-Receptor
2981,LAMB1,ITGA9_ITGB1,LAMININ,ECM-Receptor
2982,LAMB1,ITGA9,LAMININ,ECM-Receptor
2983,LAMB1,ITGB1,LAMININ,ECM-Receptor
2984,LAMB2,ITGA9_ITGB1,LAMININ,ECM-Receptor
2985,LAMB2,ITGA9,LAMININ,ECM-Receptor
2986,LAMB2,ITGB1,LAMININ,ECM-Receptor
2987,LAMB3,ITGA9_ITGB1,LAMININ,ECM-Receptor
2988,LAMB3,ITGA9,LAMININ,ECM-Receptor
2989,LAMB3,ITGB1,LAMININ,ECM-Receptor
2990,LAMC1,ITGA9_ITGB1,LAMININ,ECM-Receptor
2991,LAMC1,ITGA9,LAMININ,ECM-Receptor
2992,LAMC1,ITGB1,LAMININ,ECM-Receptor
2993,LAMC2,ITGA9_ITGB1,LAMININ,ECM-Receptor
2994,LAMC2,ITGA9,LAMININ,ECM-Receptor
2995,LAMC2,ITGB1,LAMININ,ECM-Receptor
2996,LAMC3,ITGA9_ITGB1,LAMININ,ECM-Receptor
2997,LAMC3,ITGA9,LAMININ,ECM-Receptor
2998,LAMC3,ITGB1,LAMININ,ECM-Receptor
2999,COL1A1,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3000,COL1A1,ITGA10,COLLAGEN,ECM-Receptor
3001,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
3002,COL1A2,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3003,COL1A2,ITGA10,COLLAGEN,ECM-Receptor
3004,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
3005,COL2A1,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3006,COL2A1,ITGA10,COLLAGEN,ECM-Receptor
3007,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
3008,COL4A1,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3009,COL4A1,ITGA10,COLLAGEN,ECM-Receptor
3010,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
3011,COL4A2,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3012,COL4A2,ITGA10,COLLAGEN,ECM-Receptor
3013,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
3014,COL4A3,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3015,COL4A3,ITGA10,COLLAGEN,ECM-Receptor
3016,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
3017,COL4A4,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3018,COL4A4,ITGA10,COLLAGEN,ECM-Receptor
3019,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
3020,COL4A5,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3021,COL4A5,ITGA10,COLLAGEN,ECM-Receptor
3022,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
3023,COL4A6,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3024,COL4A6,ITGA10,COLLAGEN,ECM-Receptor
3025,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
3026,COL6A1,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3027,COL6A1,ITGA10,COLLAGEN,ECM-Receptor
3028,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
3029,COL6A2,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3030,COL6A2,ITGA10,COLLAGEN,ECM-Receptor
3031,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
3032,COL6A3,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3033,COL6A3,ITGA10,COLLAGEN,ECM-Receptor
3034,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
3035,COL6A5,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3036,COL6A5,ITGA10,COLLAGEN,ECM-Receptor
3037,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
3038,COL6A6,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3039,COL6A6,ITGA10,COLLAGEN,ECM-Receptor
3040,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
3041,COL9A1,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3042,COL9A1,ITGA10,COLLAGEN,ECM-Receptor
3043,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
3044,COL9A2,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3045,COL9A2,ITGA10,COLLAGEN,ECM-Receptor
3046,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
3047,COL9A3,ITGA10_ITGB1,COLLAGEN,ECM-Receptor
3048,COL9A3,ITGA10,COLLAGEN,ECM-Receptor
3049,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
3050,COL1A1,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3051,COL1A1,ITGA11,COLLAGEN,ECM-Receptor
3052,COL1A1,ITGB1,COLLAGEN,ECM-Receptor
3053,COL1A2,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3054,COL1A2,ITGA11,COLLAGEN,ECM-Receptor
3055,COL1A2,ITGB1,COLLAGEN,ECM-Receptor
3056,COL2A1,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3057,COL2A1,ITGA11,COLLAGEN,ECM-Receptor
3058,COL2A1,ITGB1,COLLAGEN,ECM-Receptor
3059,COL4A1,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3060,COL4A1,ITGA11,COLLAGEN,ECM-Receptor
3061,COL4A1,ITGB1,COLLAGEN,ECM-Receptor
3062,COL4A2,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3063,COL4A2,ITGA11,COLLAGEN,ECM-Receptor
3064,COL4A2,ITGB1,COLLAGEN,ECM-Receptor
3065,COL4A3,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3066,COL4A3,ITGA11,COLLAGEN,ECM-Receptor
3067,COL4A3,ITGB1,COLLAGEN,ECM-Receptor
3068,COL4A4,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3069,COL4A4,ITGA11,COLLAGEN,ECM-Receptor
3070,COL4A4,ITGB1,COLLAGEN,ECM-Receptor
3071,COL4A5,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3072,COL4A5,ITGA11,COLLAGEN,ECM-Receptor
3073,COL4A5,ITGB1,COLLAGEN,ECM-Receptor
3074,COL4A6,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3075,COL4A6,ITGA11,COLLAGEN,ECM-Receptor
3076,COL4A6,ITGB1,COLLAGEN,ECM-Receptor
3077,COL6A1,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3078,COL6A1,ITGA11,COLLAGEN,ECM-Receptor
3079,COL6A1,ITGB1,COLLAGEN,ECM-Receptor
3080,COL6A2,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3081,COL6A2,ITGA11,COLLAGEN,ECM-Receptor
3082,COL6A2,ITGB1,COLLAGEN,ECM-Receptor
3083,COL6A3,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3084,COL6A3,ITGA11,COLLAGEN,ECM-Receptor
3085,COL6A3,ITGB1,COLLAGEN,ECM-Receptor
3086,COL6A5,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3087,COL6A5,ITGA11,COLLAGEN,ECM-Receptor
3088,COL6A5,ITGB1,COLLAGEN,ECM-Receptor
3089,COL6A6,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3090,COL6A6,ITGA11,COLLAGEN,ECM-Receptor
3091,COL6A6,ITGB1,COLLAGEN,ECM-Receptor
3092,COL9A1,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3093,COL9A1,ITGA11,COLLAGEN,ECM-Receptor
3094,COL9A1,ITGB1,COLLAGEN,ECM-Receptor
3095,COL9A2,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3096,COL9A2,ITGA11,COLLAGEN,ECM-Receptor
3097,COL9A2,ITGB1,COLLAGEN,ECM-Receptor
3098,COL9A3,ITGA11_ITGB1,COLLAGEN,ECM-Receptor
3099,COL9A3,ITGA11,COLLAGEN,ECM-Receptor
3100,COL9A3,ITGB1,COLLAGEN,ECM-Receptor
3101,FN1,ITGAV_ITGB1,FN1,ECM-Receptor
3102,FN1,ITGAV,FN1,ECM-Receptor
3103,FN1,ITGB1,FN1,ECM-Receptor
3104,VTN,ITGAV_ITGB1,VTN,ECM-Receptor
3105,VTN,ITGAV,VTN,ECM-Receptor
3106,VTN,ITGB1,VTN,ECM-Receptor
3107,DSPP,ITGAV_ITGB1,DSPP,ECM-Receptor
3108,DSPP,ITGAV,DSPP,ECM-Receptor
3109,DSPP,ITGB1,DSPP,ECM-Receptor
3110,FN1,ITGA4_ITGB7,FN1,ECM-Receptor
3111,FN1,ITGA4,FN1,ECM-Receptor
3112,FN1,ITGB7,FN1,ECM-Receptor
3113,FN1,ITGAV_ITGB3,FN1,ECM-Receptor
3114,FN1,ITGAV,FN1,ECM-Receptor
3115,FN1,ITGB3,FN1,ECM-Receptor
3116,VTN,ITGAV_ITGB3,VTN,ECM-Receptor
3117,VTN,ITGAV,VTN,ECM-Receptor
3118,VTN,ITGB3,VTN,ECM-Receptor
3119,VWF,ITGAV_ITGB3,VWF,ECM-Receptor
3120,VWF,ITGAV,VWF,ECM-Receptor
3121,VWF,ITGB3,VWF,ECM-Receptor
3122,TNC,ITGAV_ITGB3,TENASCIN,ECM-Receptor
3123,TNC,ITGAV,TENASCIN,ECM-Receptor
3124,TNC,ITGB3,TENASCIN,ECM-Receptor
3125,TNR,ITGAV_ITGB3,TENASCIN,ECM-Receptor
3126,TNR,ITGAV,TENASCIN,ECM-Receptor
3127,TNR,ITGB3,TENASCIN,ECM-Receptor
3128,TNN,ITGAV_ITGB3,TENASCIN,ECM-Receptor
3129,TNN,ITGAV,TENASCIN,ECM-Receptor
3130,TNN,ITGB3,TENASCIN,ECM-Receptor
3131,TNXB,ITGAV_ITGB3,TENASCIN,ECM-Receptor
3132,TNXB,ITGAV,TENASCIN,ECM-Receptor
3133,TNXB,ITGB3,TENASCIN,ECM-Receptor
3134,IBSP,ITGAV_ITGB3,BSP,ECM-Receptor
3135,IBSP,ITGAV,BSP,ECM-Receptor
3136,IBSP,ITGB3,BSP,ECM-Receptor
3137,THBS1,ITGAV_ITGB3,THBS,ECM-Receptor
3138,THBS1,ITGAV,THBS,ECM-Receptor
3139,THBS1,ITGB3,THBS,ECM-Receptor
3140,THBS2,ITGAV_ITGB3,THBS,ECM-Receptor
3141,THBS2,ITGAV,THBS,ECM-Receptor
3142,THBS2,ITGB3,THBS,ECM-Receptor
3143,THBS3,ITGAV_ITGB3,THBS,ECM-Receptor
3144,THBS3,ITGAV,THBS,ECM-Receptor
3145,THBS3,ITGB3,THBS,ECM-Receptor
3146,THBS4,ITGAV_ITGB3,THBS,ECM-Receptor
3147,THBS4,ITGAV,THBS,ECM-Receptor
3148,THBS4,ITGB3,THBS,ECM-Receptor
3149,COMP,ITGAV_ITGB3,THBS,ECM-Receptor
3150,COMP,ITGAV,THBS,ECM-Receptor
3151,COMP,ITGB3,THBS,ECM-Receptor
3152,DMP1,ITGAV_ITGB3,DMP1,ECM-Receptor
3153,DMP1,ITGAV,DMP1,ECM-Receptor
3154,DMP1,ITGB3,DMP1,ECM-Receptor
3155,FN1,ITGA2B_ITGB3,FN1,ECM-Receptor
3156,FN1,ITGA2B,FN1,ECM-Receptor
3157,FN1,ITGB3,FN1,ECM-Receptor
3158,VTN,ITGA2B_ITGB3,VTN,ECM-Receptor
3159,VTN,ITGA2B,VTN,ECM-Receptor
3160,VTN,ITGB3,VTN,ECM-Receptor
3161,VWF,ITGA2B_ITGB3,VWF,ECM-Receptor
3162,VWF,ITGA2B,VWF,ECM-Receptor
3163,VWF,ITGB3,VWF,ECM-Receptor
3164,TNC,ITGA2B_ITGB3,TENASCIN,ECM-Receptor
3165,TNC,ITGA2B,TENASCIN,ECM-Receptor
3166,TNC,ITGB3,TENASCIN,ECM-Receptor
3167,TNR,ITGA2B_ITGB3,TENASCIN,ECM-Receptor
3168,TNR,ITGA2B,TENASCIN,ECM-Receptor
3169,TNR,ITGB3,TENASCIN,ECM-Receptor
3170,TNN,ITGA2B_ITGB3,TENASCIN,ECM-Receptor
3171,TNN,ITGA2B,TENASCIN,ECM-Receptor
3172,TNN,ITGB3,TENASCIN,ECM-Receptor
3173,TNXB,ITGA2B_ITGB3,TENASCIN,ECM-Receptor
3174,TNXB,ITGA2B,TENASCIN,ECM-Receptor
3175,TNXB,ITGB3,TENASCIN,ECM-Receptor
3176,VTN,ITGAV_ITGB5,VTN,ECM-Receptor
3177,VTN,ITGAV,VTN,ECM-Receptor
3178,VTN,ITGB5,VTN,ECM-Receptor
3179,IBSP,ITGAV_ITGB5,BSP,ECM-Receptor
3180,IBSP,ITGAV,BSP,ECM-Receptor
3181,IBSP,ITGB5,BSP,ECM-Receptor
3182,TNC,ITGAV_ITGB6,TENASCIN,ECM-Receptor
3183,TNC,ITGAV,TENASCIN,ECM-Receptor
3184,TNC,ITGB6,TENASCIN,ECM-Receptor
3185,TNR,ITGAV_ITGB6,TENASCIN,ECM-Receptor
3186,TNR,ITGAV,TENASCIN,ECM-Receptor
3187,TNR,ITGB6,TENASCIN,ECM-Receptor
3188,TNN,ITGAV_ITGB6,TENASCIN,ECM-Receptor
3189,TNN,ITGAV,TENASCIN,ECM-Receptor
3190,TNN,ITGB6,TENASCIN,ECM-Receptor
3191,TNXB,ITGAV_ITGB6,TENASCIN,ECM-Receptor
3192,TNXB,ITGAV,TENASCIN,ECM-Receptor
3193,TNXB,ITGB6,TENASCIN,ECM-Receptor
3194,FN1,ITGAV_ITGB6,FN1,ECM-Receptor
3195,FN1,ITGAV,FN1,ECM-Receptor
3196,FN1,ITGB6,FN1,ECM-Receptor
3197,DSPP,ITGAV_ITGB6,DSPP,ECM-Receptor
3198,DSPP,ITGAV,DSPP,ECM-Receptor
3199,DSPP,ITGB6,DSPP,ECM-Receptor
3200,VTN,ITGAV_ITGB8,VTN,ECM-Receptor
3201,VTN,ITGAV,VTN,ECM-Receptor
3202,VTN,ITGB8,VTN,ECM-Receptor
3203,FN1,ITGAV_ITGB8,FN1,ECM-Receptor
3204,FN1,ITGAV,FN1,ECM-Receptor
3205,FN1,ITGB8,FN1,ECM-Receptor
3206,LAMA1,ITGAV_ITGB8,LAMININ,ECM-Receptor
3207,LAMA1,ITGAV,LAMININ,ECM-Receptor
3208,LAMA1,ITGB8,LAMININ,ECM-Receptor
3209,LAMA2,ITGAV_ITGB8,LAMININ,ECM-Receptor
3210,LAMA2,ITGAV,LAMININ,ECM-Receptor
3211,LAMA2,ITGB8,LAMININ,ECM-Receptor
3212,LAMA3,ITGAV_ITGB8,LAMININ,ECM-Receptor
3213,LAMA3,ITGAV,LAMININ,ECM-Receptor
3214,LAMA3,ITGB8,LAMININ,ECM-Receptor
3215,LAMA4,ITGAV_ITGB8,LAMININ,ECM-Receptor
3216,LAMA4,ITGAV,LAMININ,ECM-Receptor
3217,LAMA4,ITGB8,LAMININ,ECM-Receptor
3218,LAMA5,ITGAV_ITGB8,LAMININ,ECM-Receptor
3219,LAMA5,ITGAV,LAMININ,ECM-Receptor
3220,LAMA5,ITGB8,LAMININ,ECM-Receptor
3221,LAMB1,ITGAV_ITGB8,LAMININ,ECM-Receptor
3222,LAMB1,ITGAV,LAMININ,ECM-Receptor
3223,LAMB1,ITGB8,LAMININ,ECM-Receptor
3224,LAMB2,ITGAV_ITGB8,LAMININ,ECM-Receptor
3225,LAMB2,ITGAV,LAMININ,ECM-Receptor
3226,LAMB2,ITGB8,LAMININ,ECM-Receptor
3227,LAMB3,ITGAV_ITGB8,LAMININ,ECM-Receptor
3228,LAMB3,ITGAV,LAMININ,ECM-Receptor
3229,LAMB3,ITGB8,LAMININ,ECM-Receptor
3230,LAMC1,ITGAV_ITGB8,LAMININ,ECM-Receptor
3231,LAMC1,ITGAV,LAMININ,ECM-Receptor
3232,LAMC1,ITGB8,LAMININ,ECM-Receptor
3233,LAMC2,ITGAV_ITGB8,LAMININ,ECM-Receptor
3234,LAMC2,ITGAV,LAMININ,ECM-Receptor
3235,LAMC2,ITGB8,LAMININ,ECM-Receptor
3236,LAMC3,ITGAV_ITGB8,LAMININ,ECM-Receptor
3237,LAMC3,ITGAV,LAMININ,ECM-Receptor
3238,LAMC3,ITGB8,LAMININ,ECM-Receptor
3239,COL1A1,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3240,COL1A1,ITGAV,COLLAGEN,ECM-Receptor
3241,COL1A1,ITGB8,COLLAGEN,ECM-Receptor
3242,COL1A2,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3243,COL1A2,ITGAV,COLLAGEN,ECM-Receptor
3244,COL1A2,ITGB8,COLLAGEN,ECM-Receptor
3245,COL2A1,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3246,COL2A1,ITGAV,COLLAGEN,ECM-Receptor
3247,COL2A1,ITGB8,COLLAGEN,ECM-Receptor
3248,COL4A1,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3249,COL4A1,ITGAV,COLLAGEN,ECM-Receptor
3250,COL4A1,ITGB8,COLLAGEN,ECM-Receptor
3251,COL4A2,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3252,COL4A2,ITGAV,COLLAGEN,ECM-Receptor
3253,COL4A2,ITGB8,COLLAGEN,ECM-Receptor
3254,COL4A3,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3255,COL4A3,ITGAV,COLLAGEN,ECM-Receptor
3256,COL4A3,ITGB8,COLLAGEN,ECM-Receptor
3257,COL4A4,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3258,COL4A4,ITGAV,COLLAGEN,ECM-Receptor
3259,COL4A4,ITGB8,COLLAGEN,ECM-Receptor
3260,COL4A5,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3261,COL4A5,ITGAV,COLLAGEN,ECM-Receptor
3262,COL4A5,ITGB8,COLLAGEN,ECM-Receptor
3263,COL4A6,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3264,COL4A6,ITGAV,COLLAGEN,ECM-Receptor
3265,COL4A6,ITGB8,COLLAGEN,ECM-Receptor
3266,COL6A1,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3267,COL6A1,ITGAV,COLLAGEN,ECM-Receptor
3268,COL6A1,ITGB8,COLLAGEN,ECM-Receptor
3269,COL6A2,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3270,COL6A2,ITGAV,COLLAGEN,ECM-Receptor
3271,COL6A2,ITGB8,COLLAGEN,ECM-Receptor
3272,COL6A3,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3273,COL6A3,ITGAV,COLLAGEN,ECM-Receptor
3274,COL6A3,ITGB8,COLLAGEN,ECM-Receptor
3275,COL6A5,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3276,COL6A5,ITGAV,COLLAGEN,ECM-Receptor
3277,COL6A5,ITGB8,COLLAGEN,ECM-Receptor
3278,COL6A6,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3279,COL6A6,ITGAV,COLLAGEN,ECM-Receptor
3280,COL6A6,ITGB8,COLLAGEN,ECM-Receptor
3281,COL9A1,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3282,COL9A1,ITGAV,COLLAGEN,ECM-Receptor
3283,COL9A1,ITGB8,COLLAGEN,ECM-Receptor
3284,COL9A2,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3285,COL9A2,ITGAV,COLLAGEN,ECM-Receptor
3286,COL9A2,ITGB8,COLLAGEN,ECM-Receptor
3287,COL9A3,ITGAV_ITGB8,COLLAGEN,ECM-Receptor
3288,COL9A3,ITGAV,COLLAGEN,ECM-Receptor
3289,COL9A3,ITGB8,COLLAGEN,ECM-Receptor
3290,LAMA1,ITGA6_ITGB4,LAMININ,ECM-Receptor
3291,LAMA1,ITGA6,LAMININ,ECM-Receptor
3292,LAMA1,ITGB4,LAMININ,ECM-Receptor
3293,LAMA2,ITGA6_ITGB4,LAMININ,ECM-Receptor
3294,LAMA2,ITGA6,LAMININ,ECM-Receptor
3295,LAMA2,ITGB4,LAMININ,ECM-Receptor
3296,LAMA3,ITGA6_ITGB4,LAMININ,ECM-Receptor
3297,LAMA3,ITGA6,LAMININ,ECM-Receptor
3298,LAMA3,ITGB4,LAMININ,ECM-Receptor
3299,LAMA4,ITGA6_ITGB4,LAMININ,ECM-Receptor
3300,LAMA4,ITGA6,LAMININ,ECM-Receptor
